ID;severidade;bloco;linha_planilha;campo;valor_na_planilha;valor_no_artigo;evidencia;explicacao;confianca_auditor;aceito_IVS;obs_IVS
AA_55;baixa;C_preditores;185-198 (todas as 14 linhas);Predictor Types;inclui 'residence' entre os preditores de acesso geografico;as onze covariaveis de treino sao edu, land, Age, hhsize, totalHHincome, dist_urbancentre, dist_dailymrkt, dist_weeklymrkt, HDDS, FCS, MAHFP - residencia urbano/rural e genero do chefe aparecem so na Table 1 (13 variaveis);Section 3.3, p.7 (lista das onze covariaveis) vs Table 1, p.2 (13 variaveis preditoras);"'Residence' nao esta entre as onze covariaveis que o artigo diz ter usado no treino, entao listar residencia em Predictor Types contradiz o proprio 'Candidate Predictors (n) = 11' da mesma linha; a inconsistencia do artigo esta corretamente registrada em Predictor Notes, mas vazou para Predictor Types.";alta;;
AA_56;baixa;C_preditores;199-202 (linhas de stunting);3 Most Important Features;consanguineous marriage (1o lugar) nas linhas de stunting;consanguineous marriage NAO foi significativo para stunting: OR 1.008 (IC95% 0.864-1.175), sem asterisco de significancia;Table 3, p.10 - linha 'Consanguineous marriages / Yes', coluna Stunting;"Alem de nao existir ranking, o primeiro item da lista contradiz o resultado do proprio artigo para o desfecho das linhas 199-202 (a associacao com stunting e nula; a significancia so aparece para wasting e underweight).";alta;;
AA_56;baixa;A_identificacao;199-210 (campo constante em todas as 12 linhas);N (sample)_raw;4,141 (stunting analysis);"NR para o N total do arquivo KR; o artigo so reporta ~16 240 domicilios amostrados com subamostra de 1/3 para criancas, e os N analiticos por desfecho na Table 2 (stunting 4141, wasting 4151, underweight 4265)";"Methods 2.1, p.3 ('Within each cluster, 28 households were systematically sampled, yielding a total of approximately 16 240 households... information on men, children... was collected in a subsample comprising one-third of the households'); Table 2, p.6 (linha N)";O campo repete em todas as linhas o N analitico do stunting como se fosse o N amostral, o que deixa N (sample) = 4.141 MENOR que o N (analysis) das linhas de wasting (4.151) e de underweight (4.265).;alta;;
AA_56;baixa;B_desfecho;199-210 (campo constante em todas as 12 linhas);Outcome Measurement;... WHO child growth standards (WHO 2006) ...;'World Health Organization (WHO) child growth standards', sem indicacao de versao/ano;Methods 2.2.1, p.3 - definicoes de Height-for-Age, Weight-for-Age e Weight-for-Height;"A substancia esta correta (padrao WHO, z < -2 DP para os tres indicadores); o ano '2006' e uma especificacao acrescentada pela extracao, o artigo nao nomeia a versao do padrao.";alta;;
AA_57;baixa;C_preditores;;Predictor Types;child (age, height, weight, size at birth, anemia level, birth order, birth interval, breastfeeding duration), maternal (education, BMI), partner (occupation, education), household/socioeconomic (wealth index, region, religion, place of residence), WASH (water source, toilet facility);As 18 variaveis efetivamente no modelo final (Fig. 4, p.9, eixo y de cima para baixo): child_age, Child_height, Child_weight, Region, Children_anemia_level, Birth_interval, partner_Occupation, Birth_child_size, Birth_order, Partner_education_level, Religion, Wealth_index, Antenatal_visits, mother_BMI, Child_sex, Drinking_water_source, Breastfeeding_Duration, Residence_place;Fig. 4 (grafico 'Feature Importance Scores from Random Forest'), p.9;"A lista da planilha omite Child_sex e Antenatal_visits (esta ultima destacada pelo artigo como contribuicao diferencial na p.3: 'incorporating more specific determinants such as birth interval and antenatal care visits'), e inclui 'maternal education' e 'toilet facility', que nao aparecem entre as 18 do modelo final da Fig. 4 (toilet facility consta como candidata no pre-processamento p.3; maternal education so aparece no texto da Discussao p.7-p.8, contradizendo a Fig. 4).";alta;;
AA_58;baixa;C_preditores;215;Predictor Types;lista com 19 variaveis (crianca / materna / domicilio-ambiente), incluindo altura materna;faltam na lista 5 features que o modelo de fato usou: IMC materno (Mothers_BMI), televisao, radio, numero de nascimentos nos ultimos 5 anos, parasitose intestinal;Fig. 4, p.9 (rotulos do eixo Y) vs Table 1, p.5;A lista de tipos de preditores reproduz a Table 1 e nao inclui as variaveis extras que aparecem no ranking de importancia.;alta;;
AA_58;baixa;E_validacao;215;Internal Validation (study);Early stopping monitored on the validation set.;"o artigo define early stopping de forma generica (paragrafo didatico) e nao afirma te-lo aplicado; a Fig. 2 mostra as 100 epocas completas, sem interrupcao";"Methods 'Model training and evaluation', p.6-7 — 'Early stopping is a strategy in which the model's performance is evaluated on a distinct dataset called the validation set...'; Fig. 2, p.8 — eixo X vai de 0 a 100 epocas sem corte";Afirmar que houve early stopping monitorado vai um passo alem do que o texto sustenta.;alta;;
AA_59;baixa;A_identificacao;todas (216-227);N (sample)_raw;7,796 (stunting);"8.759 criancas menores de cinco anos elegiveis para medida antropometrica; 7.796 / 7.777 / 7.838 sao os N APOS exclusoes (stunting / wasting / underweight)";Methods 2.1, p.3 - 'a total of 8,759 children under the age of five were identified as eligible for anthropometric measurement. Finally, excluding refused, don't know, flagged cases, and others (technical problems), a total of 7,796 stunting, 7,777 wasting, and 7,838 underweight cases were incorporated for analysis';"O campo N (sample) recebeu o N pos-exclusoes, duplicando N (analysis) e perdendo a distincao total x analitico; o 8.759 aparece so no campo Inclusion/Exclusion.";alta;;
AA_59;baixa;F_desempenho;todas (216-227);Precision / Recall (Sensitivity) / F1-Score - convencao (classe positiva x macro x ponderada);valores copiados da Table 4 sem qualificar a convencao (planilha traz Recall como 'Recall (Sensitivity)', ou seja, le como classe positiva);NAO DECLARADO pelo artigo - a Section 2.10 so diz que accuracy, precision, recall e F-score foram calculados 'based on the confusion matrix via four measurements: TP, FN, FP, TN' no testing set, sem dizer se e classe positiva, macro ou ponderada;"Methods 2.10, p.8; Table 4, p.15; Figs 5-7, pp.16-18; prevalencias em Table 3, p.9";Item registrado como CAVEAT, nao como erro de extracao: a copia da Table 4 esta fiel, mas os valores nao se reconciliam com nenhuma convencao (ver campo obs), logo tratar Recall como sensibilidade da classe positiva nao tem respaldo no artigo.;alta;;
AA_60;baixa;I_obs;230;Notes (rastreamento da inconsistencia 0.765 vs 0.767);"""Table 4 and Results/Discussion body report 0.767 (0.714-0.819), while Abstract and Discussion conclusion report 0.765 with the SAME 95% CI""";"0.765 aparece no Abstract (p.1), no corpo dos Results secao 3.4 (p.10) e na conclusao da Discussion (p.14); 0.767 aparece apenas na Table 4 (p.11) e no primeiro paragrafo da Discussion (p.13)";"Results §3.4, p.10 — 'XGBoost, under the LASSO FS method, provided the best prediction performance (AUC: 0.765; 95% CI: 0.714-0.819)'; Table 4, p.11 — linha LASSO/XGBoost, coluna AUC = 0.767 (0.714-0.819); Discussion §4, p.13 — 'LASSO-XGBoost ... (AUC: 0.767, 95% CI: 0.714-0.819)'; Discussion, p.14 — '(AUC: 0.765; 95% CI: 0.714-0.819)'";"A nota atribui 0.767 ao texto dos Results, mas o texto dos Results traz 0.765; o valor extraido (0.767) continua correto porque vem da Table 4 e do inicio da Discussion, ambos fontes validas fora do abstract.";alta;;
AA_61;baixa;A_identificacao;232;N (sample)_raw;3,814;"4052 (total de criancas <5 anos na RDHS 2019-2020); 3814 e o N apos exclusao dos sem antropometria";Methods, 'Study Design and Source of Data', p.2 — 'a secondary data analysis of the RDHS 2019-2020, which included a total of 4052 children under the age of 5. Height and weight measurements were obtained from 3814 eligible children';"A planilha coloca o N analitico (3814) tambem no campo de N amostral; o N total do inquerito era 4052, valor que so aparece nos campos de texto Inclusion/Exclusion e Missing Data.";alta;;
AA_61;baixa;derivado_pelo_notebook;232;antropometria_preditores;True;"True apenas em sentido amplo; False para antropometria do proprio desfecho";"Table 1, p.3 — preditores antropometricos = Birthweight (peso ao nascer, kg), Size of a child (tamanho ao nascer, relato), Mother_height (cm), Mothers_BMI; nenhuma medida de altura/HAZ atual da crianca";"Ha antropometria entre os preditores, mas e peso/tamanho ao NASCER (crianca) e altura/IMC da MAE; a medida que define o desfecho (altura-para-idade atual) nao e usada como preditor.";alta;;
AA_62;baixa;C_preditores;;Predictor Types;child characteristics (age, gender, birth interval), maternal sociodemographic (age, education, employment, parity), household/socioeconomic (wealth index, region, household composition, sleeping rooms, toilet type/shared toilet), feeding practices;alem dessas familias, a lista de 58 features inclui morbidade da crianca (diarrecent), suplementacao de micronutrientes da crianca (vita6mokid_yes, ironsupkid_yes), estado civil materno (ms_currentlymarri / ms_formerlymarri / ms_nevermarri), alfabetizacao (lit_ye / lit_no / lit_partial), religiao (religion_catholic / protest / muslim / other), conta bancaria (bankacc_yes) e caracteristicas do chefe do domicilio (age_hh, hhead_male);"Fig. 2, p.4 (rotulos das 58 barras, lidos em render de alta resolucao); Methods 2.2, p.3";A lista de tipos de preditor da planilha esta incompleta: omite morbidade infantil, suplementacao, estado civil, alfabetizacao, religiao e inclusao financeira, todas presentes entre as 58 candidatas.;alta;;
AA_63;baixa;E_validacao;243;Internal Validation (study);... geographic external validation (separate test datasets from TWO different regional sites of the health system) ... (celula chegou truncada com reticencias nas duas pontas no JSON de auditoria);"Validacao interna do artigo: split 80:20 treino/teste sobre a coorte inteira, com 5% do treino como conjunto de validacao para fixar o melhor modelo; desempenho reportado exclusivamente no conjunto de teste; ICs da classificacao por 100 replicatas bootstrap; regressao por conformal prediction. NAO ha k-fold CV.";Apendice B, p.14;"O trecho visivel do campo 'Internal Validation' descreve a validacao GEOGRAFICA (externa), nao a interna; nao consigo conferir o resto da celula porque veio truncada — registro aqui o que o artigo efetivamente diz sobre validacao interna para conferencia na planilha.";alta;;
AA_63;baixa;D_modelo;243;Best Model?;Yes;"O artigo avalia UM unico modelo e nao apresenta tabela de comparacao com baselines; a comparacao com baselines e atribuida a trabalhos anteriores do grupo ('discriminative performance checking (including comparison to other baselines) ... (Gupta et al. 2024a, 2022a, 2021)', p.6)";"Sec. 3.2, p.6; Tabelas 1 (p.8) e 4 (p.17) sem coluna de algoritmo comparador";'Yes' e verdadeiro por vacuidade (unico modelo), nao por declaracao do artigo de que este modelo superou alternativas.;alta;;
